val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
,,,,35,3095,0.6056889295578003,0.7936457778093647,0.8824331630292359,0.905145593190426
0.5720676779747009,0.8090406510049029,0.8929636879054634,0.9011596663833176,36,3181,,,,
,,,,36,3181,0.6229214072227478,0.7957292100441022,0.8837934481034392,0.9056710266513278
0.5572892427444458,0.8106025210461825,0.8937504436695338,0.905641545779687,37,3267,,,,
,,,,37,3267,0.6215500235557556,0.7847329412887631,0.8766730715781801,0.8994675868869247
0.559211790561676,0.8056439664932157,0.890389280688451,0.9032942541683636,38,3353,,,,
,,,,38,3353,0.5961935520172119,0.7982189085295015,0.885289344369041,0.9076671899208044
0.5627155900001526,0.8078323921983885,0.8920555401513599,0.903092990490541,39,3439,,,,
,,,,39,3439,0.5845922231674194,0.803568420280655,0.8887354154298135,0.9107631740090566
0.5643903017044067,0.8108171768407987,0.8938429858545385,0.9053729096284495,40,3525,,,,
,,,,40,3525,0.5935103297233582,0.8009596977535324,0.8870128305740442,0.9093601754826307
0.5610989332199097,0.8118699338879031,0.8944967474058949,0.9056948071104984,41,3611,,,,
,,,,41,3611,0.5737332105636597,0.803048153023696,0.8882941939839674,0.9115112677615818
0.5594246983528137,0.8108400221141828,0.8938839648363033,0.9060188389486024,42,3697,,,,
,,,,42,3697,0.5780504941940308,0.8042368679749125,0.8893209544782696,0.9105589453581314
0.5671560168266296,0.808421537270104,0.8922905555669735,0.9050285953096634,43,3783,,,,
,,,,43,3783,0.5879387259483337,0.8057416596678817,0.8902430407191806,0.9106134439329058
0.5677034854888916,0.810662332705798,0.8937628731564871,0.9053010611054795,44,3869,,,,
,,,,44,3869,0.5776408314704895,0.8073710487521625,0.8910520508906081,0.9132293071224148
0.5521937012672424,0.8102855431684578,0.8934597961790413,0.90465060695049,45,3955,,,,
,,,,45,3955,0.566430926322937,0.8091491743496022,0.8922899810782752,0.9137618083076021
0.5704283714294434,0.8109235770761067,0.8939928048253053,0.9040360587625054,46,4041,,,,
,,,,46,4041,0.5642659068107605,0.8121458337823293,0.8942183161741692,0.9152195058875767
0.560178279876709,0.808097656139654,0.8920732877314782,0.9044199989259919,47,4127,,,,
,,,,47,4127,0.5632779002189636,0.8121856414641142,0.8942327667275235,0.9152436051323702
0.5647907853126526,0.8091061610929813,0.8927369952851436,0.9036804140621474,48,4213,,,,
,,,,48,4213,0.5681179165840149,0.816731092237861,0.8971693821140516,0.9166102161051694
0.5521170496940613,0.8139038390263018,0.8957484689895896,0.90601564351268,49,4299,,,,
,,,,49,4299,0.5714786648750305,0.8132302321687106,0.8950022540705251,0.914686012448173
0.5556460022926331,0.8140939770590172,0.8958776003217297,0.906380764753922,50,4385,,,,
,,,,50,4385,0.5525786876678467,0.8179048150786412,0.897887831034569,0.9175384204660129
0.5588914155960083,0.8125560375315695,0.8949052587086751,0.9058890457078201,51,4471,,,,
,,,,51,4471,0.5622328519821167,0.8159042178575545,0.8965321390007983,0.9182115104949863
0.5576316714286804,0.8128060089472271,0.8951202317722426,0.9048207456188712,52,4557,,,,
,,,,52,4557,0.5528429746627808,0.8195914861260436,0.8990075688430352,0.9178712847953866
0.5627474188804626,0.8121062360736738,0.8947376920000204,0.904279228996927,53,4643,,,,
,,,,53,4643,0.5468161702156067,0.8219573235285619,0.9004824560163973,0.9195925540001064
0.5517421960830688,0.8160290403185521,0.8971015533996282,0.9063425292897375,54,4729,,,,
,,,,54,4729,0.5596262812614441,0.8210467413005699,0.899902984220447,0.9187764354212262
0.5612006187438965,0.8143296507976869,0.8960948934345516,0.9052776807594374,55,4815,,,,
,,,,55,4815,0.5657187700271606,0.823376766242711,0.9013788234457032,0.9197720755414702
0.5569473505020142,0.8144213798262119,0.8961279932490409,0.9054123525283452,56,4901,,,,
,,,,56,4901,0.5407889485359192,0.821923488936305,0.9002264936953649,0.9209337340349331
0.5565707087516785,0.8136564097335455,0.8956458414961984,0.9052537393826608,57,4987,,,,
,,,,57,4987,0.549088716506958,0.8254622340468927,0.9026277499394784,0.920976415203845
0.5576515197753906,0.8159840293675653,0.8970997260680047,0.9068691298119376,58,5073,,,,
,,,,58,5073,0.549755334854126,0.8223949156126737,0.9007376820230611,0.9195251468342764
0.5601565837860107,0.814001461683921,0.8958437102664627,0.9054294639657459,59,5159,,,,
,,,,59,5159,0.5618578195571899,0.8207514936245394,0.8996703880368919,0.9196059815662547
0.5619256496429443,0.8137232259234051,0.8956927666293335,0.9050240948674675,60,5245,,,,
,,,,60,5245,0.5452072024345398,0.8258354289913147,0.9028856322439083,0.9208330649423964
0.5626519918441772,0.8147513828646218,0.8963404010712279,0.9054030589322659,61,5331,,,,
,,,,61,5331,0.5416377186775208,0.8251826352614631,0.902402268199158,0.9220003427113392
0.561393678188324,0.8143706434076208,0.8961052020672426,0.9048299904296693,62,5417,,,,
,,,,62,5417,0.5432582497596741,0.8238925794134907,0.9016601194389793,0.9203583807865354
0.5613350868225098,0.8142306917684483,0.8960273628551567,0.9050508413979163,63,5503,,,,
,,,,63,5503,0.5419378876686096,0.8249282894645871,0.9022776666102195,0.9212834194904489
0.558214008808136,0.8155761370191087,0.8968619997739958,0.9058710439390366,64,5589,,,,
,,,,64,5589,0.5575330257415771,0.8264139866290325,0.9031111800609141,0.9226558648076216
0.5581449866294861,0.8160882207844228,0.8971856211383178,0.9059157800419486,65,5675,,,,
,,,,65,5675,0.5396848917007446,0.8267881217584246,0.9034554658392171,0.9219988860115315
0.5589916706085205,0.8155056856463958,0.8968171795444005,0.9055292054732742,66,5761,,,,
,,,,66,5761,0.5420666933059692,0.8268820655788452,0.9035078605487676,0.922217678342344
0.5568161010742188,0.8159214410801814,0.8970647942428551,0.9057279689054324,67,5847,,,,
,,,,67,5847,0.5459845662117004,0.8273684573164882,0.9037177337810229,0.923004384273415
0.5558590292930603,0.8161998159182101,0.8972452295373422,0.9059380139338811,68,5933,,,,
,,,,68,5933,0.536799967288971,0.8272090441406721,0.903609239857977,0.9231961770138273
0.5585819482803345,0.815733197591741,0.8969726453537442,0.9058506760841122,69,6019,,,,
,,,,69,6019,0.5499410629272461,0.8242784162487686,0.9017319326998608,0.9218827487785008
0.5804733633995056,0.8105531828892539,0.8937776248936531,0.9025215440985462,70,6105,,,,
,,,,70,6105,0.5643525123596191,0.8187896522124095,0.8984007784318173,0.9181794748984735
0.5606308579444885,0.813196404429477,0.8953683090581828,0.9046653401054294,71,6191,,,,
,,,,71,6191,0.5704588294029236,0.8144743319121401,0.8955224294487081,0.9175704816064136
0.5561444759368896,0.8123755333533355,0.8949087394595103,0.9048792879563786,72,6277,,,,
,,,,72,6277,0.5490464568138123,0.8198513278407621,0.8990721343560344,0.9190863919902856
0.5601453185081482,0.8118090507588747,0.8945450552276011,0.9040008967710399,73,6363,,,,
,,,,73,6363,0.5596994757652283,0.8200880915007754,0.8992884433431797,0.9186234550472138
0.5773587822914124,0.8099485112640673,0.8933703923171221,0.9022462487564172,74,6449,,,,
,,,,74,6449,0.5569380521774292,0.8198186409352697,0.8990479624014995,0.9184012485915853
0.5552725195884705,0.8133449122987451,0.8955285176342149,0.9050733680015363,75,6535,,,,
,,,,75,6535,0.5460167527198792,0.8231943120072527,0.9012774366795305,0.9191420609293746
0.5594896674156189,0.8148778232882172,0.8964315604482508,0.9052586057144661,76,6621,,,,
,,,,76,6621,0.5445519685745239,0.8224892126375517,0.9007356826172437,0.9206425146142503
0.5598747730255127,0.8156666205942489,0.8968218625349971,0.9067094555863859,77,6707,,,,
,,,,77,6707,0.5495297908782959,0.8259897742654185,0.90284861502449,0.9221464946917618
0.5689283013343811,0.8109383878158628,0.8939257352228628,0.9048085127095962,78,6793,,,,
,,,,78,6793,0.5481781363487244,0.8273305821808613,0.9037396000802562,0.9224487580992742
0.5675820708274841,0.8121322030268938,0.8948048292138555,0.9036813409824912,79,6879,,,,
,,,,79,6879,0.5584728717803955,0.8260624696962726,0.9030443478564611,0.9207269257854608
0.5401719212532043,0.8202765446237779,0.8997707355847006,0.9075801752862471,80,6965,,,,
,,,,80,6965,0.5492956638336182,0.8240811308587668,0.9017706077398812,0.9202805832031408
0.5432238578796387,0.8185109084037263,0.8986331512310356,0.9083229799786545,81,7051,,,,
,,,,81,7051,0.5428450703620911,0.8309222395441381,0.9060658500880221,0.9236660382085398
0.5667290687561035,0.817974028258811,0.8984216006348877,0.9067782306366369,82,7137,,,,
,,,,82,7137,0.5300191640853882,0.8274578394390215,0.9037424491133119,0.922954059785711
0.5715004205703735,0.8093582571016829,0.8930042036103133,0.9032334433152778,83,7223,,,,
,,,,83,7223,0.5307571291923523,0.8319901650427601,0.9066241771648818,0.9252718312279076
0.5828448534011841,0.8122424117364468,0.8948466279707941,0.9028435757401186,84,7309,,,,
,,,,84,7309,0.5429088473320007,0.8304922115682778,0.9056578101866769,0.9239890075208074
0.5747730731964111,0.8141720056648383,0.8960521542462698,0.9041302875332518,85,7395,,,,
,,,,85,7395,0.5384619832038879,0.8334531059884396,0.9075584201856529,0.9252301281149515
0.5702013969421387,0.8154512153907859,0.8968435478554797,0.9047669842389269,86,7481,,,,
,,,,86,7481,0.538921058177948,0.8335714630337698,0.9075984738928102,0.9256592449559395
0.5802347660064697,0.8121790968717827,0.894736963813816,0.904338954377505,87,7567,,,,
,,,,87,7567,0.5335350632667542,0.8331356007266632,0.907441549313434,0.9249975454531884
0.5617353320121765,0.8175299777952336,0.8981232259261972,0.906523827591206,88,7653,,,,
,,,,88,7653,0.5403544902801514,0.8337135505034354,0.9076731458535866,0.9256310757288342
0.5725743770599365,0.8148938672252009,0.8964853975609832,0.9042885347893266,89,7739,,,,
,,,,89,7739,0.5297296643257141,0.8336072882827589,0.9075881282277738,0.9258959905651635
0.5837440490722656,0.8153639128682497,0.8967769180364259,0.9051670967231498,90,7825,,,,
,,,,90,7825,0.5370227694511414,0.8342926536948019,0.9079506524869367,0.9279235280610414
0.5675228834152222,0.820520742166481,0.9000150697721802,0.907329528707473,91,7911,,,,
,,,,91,7911,0.5318700671195984,0.8383202134075493,0.9105257298914792,0.928149002252111
0.5615484714508057,0.8187923697298081,0.8989173279207329,0.9066101653427092,92,7997,,,,
,,,,92,7997,0.5259644389152527,0.8337574166333876,0.9076579404726661,0.926615670487385
0.5713152289390564,0.8147972150432965,0.8963887316112013,0.9048240630179967,93,8083,,,,
,,,,93,8083,0.5268633365631104,0.8361543938502537,0.909171090026782,0.9273939118984224
0.571655809879303,0.8160036094151593,0.8970813051253506,0.9062851577989801,94,8169,,,,
,,,,94,8169,0.5170474052429199,0.8394622574374238,0.9111996218543805,0.9292000300153802
0.5859281420707703,0.8138816224350155,0.8958505952696703,0.9038814582062044,95,8255,,,,
,,,,95,8255,0.5163396000862122,0.8403200759463119,0.9117335755634277,0.9290523160914883
0.5625401139259338,0.8160153940521934,0.8970699933087181,0.9056640114017055,96,8341,,,,
,,,,96,8341,0.5275688767433167,0.8400188824544882,0.9116999169446645,0.9279137954400378
0.5661638379096985,0.8170608290376216,0.8977959620829772,0.9054997635560361,97,8427,,,,
,,,,97,8427,0.5085316300392151,0.841664397284374,0.9125728835168216,0.9297550832102841
0.5661494731903076,0.8180467984279183,0.8984369190241287,0.9069543455019718,98,8513,,,,
,,,,98,8513,0.516971230506897,0.8394215805149493,0.9110985696807813,0.9298181880948746
0.5743423700332642,0.8129859057744181,0.8951555382551563,0.9051032123973448,99,8599,,,,
,,,,99,8599,0.5113243460655212,0.8454148497029943,0.914772856071594,0.9317193797611345
0.5730994343757629,0.8183744537396954,0.8985809130026216,0.9066114703489828,100,8685,,,,
,,,,100,8685,0.5088598728179932,0.8434707506966415,0.913653989992216,0.9308311629772842
0.5652284026145935,0.8169956948251184,0.8976694246371386,0.9076402909490752,101,8771,,,,
,,,,101,8771,0.49600836634635925,0.8472106945298217,0.9159734920339936,0.9320491384065963
0.5662700533866882,0.817018813475654,0.8977283332874115,0.9054760173203846,102,8857,,,,
,,,,102,8857,0.5124765634536743,0.8430758735760954,0.9135314953967614,0.9295728731405776
0.5657141804695129,0.8184002808470787,0.8986052267499691,0.9062222735714409,103,8943,,,,
,,,,103,8943,0.5201668739318848,0.8445801916503702,0.9142782607146664,0.932000912215557
0.5632069110870361,0.817739688740879,0.8982321096687909,0.9060986760613782,104,9029,,,,
,,,,104,9029,0.5090802907943726,0.8459475866310772,0.9152028827154746,0.9317094313798889
0.5741298198699951,0.8180340048055651,0.8983724770565331,0.9056672312302684,105,9115,,,,
,,,,105,9115,0.5117505192756653,0.8462036685687476,0.9153398337090601,0.9315447574229657
0.5667697191238403,0.8214568033240195,0.9004992174952564,0.9077863662774767,106,9201,,,,
,,,,106,9201,0.5021916031837463,0.8474193623387466,0.9159593333176556,0.9332425129054136
0.5715126395225525,0.8160787597960102,0.8971000354538585,0.9051135792696118,107,9287,,,,
,,,,107,9287,0.5084708333015442,0.8481704774465024,0.9164174854799313,0.9335706705899378
0.5667980909347534,0.8204808890355583,0.8999437153298594,0.9068589092955144,108,9373,,,,
,,,,108,9373,0.5151107311248779,0.8456620526703784,0.9149668542598718,0.9318882956313227
0.5844148397445679,0.816265856673172,0.897297180342122,0.905102870900376,109,9459,,,,
,,,,109,9459,0.5100217461585999,0.8487766109325164,0.9168180662178761,0.9339336818311752
0.5775192379951477,0.8190510480133277,0.8989856476630266,0.9069132317061932,110,9545,,,,
,,,,110,9545,0.5013706088066101,0.8481696679762697,0.9165176312852278,0.9326623602447233
0.5708959102630615,0.817495822255913,0.8980791566194094,0.9060287301643771,111,9631,,,,
,,,,111,9631,0.5114489197731018,0.8486565047006615,0.9167588250558906,0.9335336917504181
0.5783931612968445,0.8175883151527094,0.8980988154428768,0.9055196801471089,112,9717,,,,
,,,,112,9717,0.5034352540969849,0.8499253197809994,0.917618283582702,0.9331665455305234
0.5699743628501892,0.8186233722150107,0.8987113192714828,0.9065023986564141,113,9803,,,,
,,,,113,9803,0.5109149217605591,0.8493472547200678,0.9172658105903263,0.9332873677888966
0.5746686458587646,0.8187412265503198,0.8988386135288753,0.9069122438042477,114,9889,,,,
,,,,114,9889,0.5013254880905151,0.8515679433749114,0.9184362269994196,0.9359374380120412
0.581592321395874,0.8191429354377142,0.8990444962367379,0.9059429168546473,115,9975,,,,
,,,,115,9975,0.5068076848983765,0.8522791361451496,0.919035347084766,0.9344657127472056
0.5798712372779846,0.8202720990936168,0.8997610028059416,0.9070940177622085,116,10061,,,,
,,,,116,10061,0.4897004961967468,0.8546145537749978,0.9204189164498636,0.9357953321424822
0.5836647152900696,0.8195980097956073,0.899317562842303,0.9067205908268327,117,10147,,,,
,,,,117,10147,0.49179714918136597,0.854755932955926,0.920509705772958,0.9359557680539069
0.5817644596099854,0.8203771636282623,0.8998425413685368,0.9064753350216372,118,10233,,,,
,,,,118,10233,0.4976620674133301,0.8540237704850131,0.9200369602512156,0.9359348716655436
0.5829777121543884,0.8180824797552673,0.8983349183477365,0.905654400701298,119,10319,,,,
,,,,119,10319,0.4975089132785797,0.8546947961825164,0.9204558744590248,0.9361726488741933
0.5762637257575989,0.8198188019796536,0.8994960943158828,0.906644412610151,120,10405,,,,
,,,,120,10405,0.4944915771484375,0.8535485206965369,0.919779175995008,0.9352487704539377
0.5749603509902954,0.8191123928776012,0.8990354961179678,0.9067576310516264,121,10491,,,,
,,,,121,10491,0.4883081614971161,0.8535625547203483,0.9197562368813232,0.9357401482219814
0.5780834555625916,0.8197091696315745,0.8994300701338747,0.9065411463660519,122,10577,,,,
,,,,122,10577,0.4908519983291626,0.8559679890173912,0.9211903658487136,0.9371162029220542
0.5770429372787476,0.8184753533005926,0.8986297846461093,0.90622301754698,123,10663,,,,
,,,,123,10663,0.4814237654209137,0.854316769734581,0.9202124499207696,0.9358254863407048
0.5728181004524231,0.820344700896411,0.8997838735152849,0.9069648587300826,124,10749,,,,
,,,,124,10749,0.4895760715007782,0.8555183016854265,0.9208808103224868,0.9372637732322898
0.5806016325950623,0.8176542958398036,0.8981141075806726,0.9060539521547866,125,10835,,,,
,,,,125,10835,0.5002457499504089,0.8583111720257444,0.9225919988768256,0.938027048333559
0.5764448642730713,0.8179265001490424,0.8983098458812963,0.9062198465036984,126,10921,,,,
,,,,126,10921,0.4957692325115204,0.8579959036949318,0.9223692841838658,0.9380668813917978
0.5764480829238892,0.8185774126271369,0.8987070109824865,0.9062061866249467,127,11007,,,,
,,,,127,11007,0.48643264174461365,0.8587891407756606,0.9228363750301085,0.93884668810356
0.5757997632026672,0.81888341372474,0.8989584265311737,0.9060759787092737,128,11093,,,,
,,,,128,11093,0.49283090233802795,0.8565978436686287,0.9215167457112294,0.9373078990724184
0.5782516598701477,0.8181347514138075,0.898406497237987,0.9056458144917969,129,11179,,,,
,,,,129,11179,0.48774808645248413,0.8545360193634413,0.9202722558024414,0.9369512338274496
0.5778415203094482,0.8187466364356778,0.8988378703876201,0.906380801342883,130,11265,,,,
,,,,130,11265,0.48371657729148865,0.8571695275765967,0.9218954353606883,0.9375949327546551
0.5766825675964355,0.819136563589964,0.8990884551944018,0.9065203638362368,131,11351,,,,
,,,,131,11351,0.48723700642585754,0.8559015788639682,0.9210911360034159,0.9376030448348004
0.5632124543190002,0.8210530610600765,0.9002418556776913,0.9073383344507397,132,11437,,,,
,,,,132,11437,0.4874325692653656,0.858541166090977,0.9227296751818328,0.9382490942347949
0.5648232698440552,0.820231050028916,0.8997250818626112,0.9071572678793572,133,11523,,,,
,,,,133,11523,0.4869711101055145,0.8577922623375505,0.9222848464784533,0.9376666157530261
0.5682992339134216,0.8205854606883249,0.89996836159305,0.9071443153871837,134,11609,,,,
,,,,134,11609,0.4893990457057953,0.8592041372377646,0.9230906443324379,0.9391151723577543
0.5699212551116943,0.8202044143169532,0.8997427390403459,0.9069404416968139,135,11695,,,,
,,,,135,11695,0.4863162934780121,0.861024691460208,0.9242073805860012,0.9394150649365509
0.570665180683136,0.8193473013798531,0.8991718865997071,0.9066216298838043,136,11781,,,,
,,,,136,11781,0.48784762620925903,0.8583512782757984,0.9225882145512229,0.9385317831922868
0.5670003294944763,0.8205348990677959,0.8999399327415507,0.9071520112653019,137,11867,,,,
,,,,137,11867,0.4824942648410797,0.8594985185830446,0.9232054679153545,0.9394300529327395
0.5682227611541748,0.8206482252748677,0.9000339056657776,0.9071153857153987,138,11953,,,,
,,,,138,11953,0.4832462966442108,0.8584343365083855,0.9226724109901884,0.9380231015841486
0.5699236392974854,0.8205370992060548,0.8999376672413171,0.9072964644831015,139,12039,,,,
,,,,139,12039,0.48465028405189514,0.86011674622093,0.9236985479381454,0.9385005770436194
0.5708070397377014,0.820147540494547,0.8996957732166158,0.9072481548583375,140,12125,,,,
,,,,140,12125,0.481793612241745,0.860701175417744,0.9240040102562755,0.9395722565776322
0.5691927075386047,0.8202880184589698,0.8997678817286591,0.9072043456757695,141,12211,,,,
,,,,141,12211,0.4901638329029083,0.8580689335054578,0.9224759044703206,0.9376461791787135
0.570040225982666,0.8204416676874466,0.899867243284375,0.9070876634793249,142,12297,,,,
,,,,142,12297,0.479938805103302,0.8618675429191878,0.9247182401156598,0.9397633037093944
0.5681639313697815,0.820771669920842,0.9000669271959619,0.9072920372188276,143,12383,,,,
,,,,143,12383,0.48174211382865906,0.8592655109166432,0.9231562428858116,0.9386724035525185
0.5694363117218018,0.8206376560821875,0.8999851977182789,0.9072630343691207,144,12469,,,,
,,,,144,12469,0.48469799757003784,0.8609704025476501,0.9241718390691744,0.9391221027251669
0.5704411268234253,0.8202321072151267,0.8997258075413196,0.9070880903505358,145,12555,,,,
,,,,145,12555,0.4855511784553528,0.8604632834623608,0.923816840373043,0.9401656864851056
0.5723118782043457,0.8204026937808189,0.8998515490656656,0.9072178957876383,146,12641,,,,
,,,,146,12641,0.48698753118515015,0.861132015409116,0.9243142069142782,0.938860496625866
0.5691342949867249,0.8205939553894522,0.8999621192004353,0.9071851730602357,147,12727,,,,
,,,,147,12727,0.4834025204181671,0.8606586767086488,0.9240221527973389,0.9390840779221802
0.5711480975151062,0.8204907901662887,0.8998901192849738,0.9072253111503893,148,12813,,,,
,,,,148,12813,0.47444191575050354,0.8597625282163509,0.9234067251003797,0.9393942490944343
0.57039874792099,0.8204857942237819,0.8999020875579044,0.9071410345770192,149,12899,,,,
,,,,149,12899,0.4876483678817749,0.8610461953378652,0.9242218495929924,0.9393409436069021
0.5732570290565491,0.8205307168404206,0.8999322596274482,0.9070912126085363,150,12985,,,,
,,,,150,12985,0.510834813117981,0.8504696754861575,0.9179420631431968,0.9343135650672667
0.5728738903999329,0.8159384580224172,0.8970825964330386,0.9068364558698162,151,13071,,,,
,,,,151,13071,0.5038912892341614,0.851162550202799,0.9183163489298123,0.934221083807663
0.5492729544639587,0.8238633809227778,0.9019602164897217,0.9101090457144062,152,13157,,,,
,,,,152,13157,0.4960092008113861,0.85238078433674,0.9190899582353549,0.9343402097980252
0.5564950704574585,0.8225530968048249,0.9012444149230548,0.9102993327039461,153,13243,,,,
,,,,153,13243,0.5103374719619751,0.8492808676755086,0.9171444142529296,0.9334390232708791
0.5649986863136292,0.8197148191848989,0.8994745521868017,0.9066890511425005,154,13329,,,,
,,,,154,13329,0.4953261911869049,0.8516610693785257,0.9186118922531223,0.934885344870813
0.5646542310714722,0.8223000511784431,0.9010709110376192,0.9080179622039203,155,13415,,,,
